{'order_id': 'o_33163', 'customer_id': 'u_6863634677', 'product_id': '1666344', 'product_price': 19.16, 'create_time': '2023-11-17 02:33:59'}
{'order_id': 'o_60071', 'customer_id': 'u_6863634677', 'product_id': '1643119', 'product_price': 7.99, 'create_time': '2023-04-03 09:58:29'}
{'order_id': 'o_66655', 'customer_id': 'u_6863634677', 'product_id': '1175380', 'product_price': 31.96, 'create_time': '2023-10-21 12:18:05'}
{'order_id': 'o_94126', 'customer_id': 'u_6863634677', 'product_id': '1307478', 'product_price': 30.99, 'create_time': '2023-12-26 19:58:44'}
{'order_id': 'o_72652', 'customer_id': 'u_6863634677', 'product_id': '1704005', 'product_price': 19.99, 'create_time': '2023-03-23 08:58:20'}
{'order_id': 'o_47673', 'customer_id': 'u_6863634677', 'product_id': '1436307', 'product_price': 7.04, 'create_time': '2023-03-14 01:56:17'}
{'order_id': 'o_35272', 'customer_id': 'u_6863634677', 'product_id': '1349999', 'product_price': 12.23, 'create_time': '2023-12-16 05:21:09'}
{'order_id': 'o_23452', 'customer_id': 'u_6863634677', 'product_id': '1698345', 'product_price': 17.99, 'create_time': '2023-10-11 23:33:33'}
{'order_id': 'o_71528', 'customer_id': 'u_6863634677', 'product_id': '1663143', 'product_price': 16.49, 'create_time': '2023-03-18 19:26:48'}
{'order_id': 'o_42793', 'customer_id': 'u_6863634677', 'product_id': '1440132', 'product_price': 15.99, 'create_time': '2023-01-27 05:00:34'}
{'order_id': 'o_54270', 'customer_id': 'u_6863634677', 'product_id': '1464252', 'product_price': 53.78, 'create_time': '2023-08-16 01:58:10'}
{'order_id': 'o_89065', 'customer_id': 'u_6863634677', 'product_id': '1368193', 'product_price': 45.99, 'create_time': '2023-01-25 21:16:06'}
{'order_id': 'o_53146', 'customer_id': 'u_6863634677', 'product_id': '1161420', 'product_price': 28.34, 'create_time': '2023-06-02 14:50:23'}
{'order_id': 'o_87352', 'customer_id': 'u_6863634677', 'product_id': '1307703', 'product_price': 24.07, 'create_time': '2023-11-14 22:27:13'}
{'order_id': 'o_94124', 'customer_id': 'u_6863634677', 'product_id': '1188483', 'product_price': 60.7, 'create_time': '2023-05-01 04:58:23'}
{'order_id': 'o_75431', 'customer_id': 'u_6863634677', 'product_id': '1647240', 'product_price': 15.99, 'create_time': '2023-02-07 09:27:49'}
{'order_id': 'o_43969', 'customer_id': 'u_6863634677', 'product_id': '1132164', 'product_price': 37.99, 'create_time': '2023-12-06 15:28:21'}
{'order_id': 'o_30465', 'customer_id': 'u_6863634677', 'product_id': '1445410', 'product_price': 80.95, 'create_time': '2023-10-22 21:48:41'}
{'order_id': 'o_26356', 'customer_id': 'u_6863634677', 'product_id': '1327219', 'product_price': 9.99, 'create_time': '2023-10-28 15:27:39'}
{'order_id': 'o_49617', 'customer_id': 'u_6863634677', 'product_id': '1238120', 'product_price': 47.67, 'create_time': '2023-05-30 09:31:55'}
{'order_id': 'o_63701', 'customer_id': 'u_6863634677', 'product_id': '1459436', 'product_price': 16.65, 'create_time': '2023-03-25 07:51:49'}
{'order_id': 'o_84073', 'customer_id': 'u_6863634677', 'product_id': '1561617', 'product_price': 15.19, 'create_time': '2023-03-02 19:13:42'}
{'order_id': 'o_49214', 'customer_id': 'u_6863634677', 'product_id': '1289662', 'product_price': 21.89, 'create_time': '2023-01-21 10:39:35'}
{'order_id': 'o_34926', 'customer_id': 'u_6863634677', 'product_id': '1399998', 'product_price': 17.99, 'create_time': '2023-09-20 14:53:23'}
{'order_id': 'o_36231', 'customer_id': 'u_6863634677', 'product_id': '1533669', 'product_price': 22.39, 'create_time': '2023-06-23 22:06:13'}
{'order_id': 'o_41079', 'customer_id': 'u_6863634677', 'product_id': '1191775', 'product_price': 39.89, 'create_time': '2023-04-24 10:09:29'}
{'order_id': 'o_83445', 'customer_id': 'u_6863634677', 'product_id': '1184305', 'product_price': 0.06, 'create_time': '2023-08-05 00:15:15'}
{'order_id': 'o_87239', 'customer_id': 'u_6863634677', 'product_id': '1431909', 'product_price': 36.79, 'create_time': '2023-09-19 06:11:55'}
{'order_id': 'o_15981', 'customer_id': 'u_6863634677', 'product_id': '1651246', 'product_price': 40.24, 'create_time': '2023-09-06 10:54:59'}
{'order_id': 'o_81397', 'customer_id': 'u_6863634677', 'product_id': '1686737', 'product_price': 33.98, 'create_time': '2023-05-15 14:16:24'}
{'order_id': 'o_39975', 'customer_id': 'u_6863634677', 'product_id': '1528134', 'product_price': 58.39, 'create_time': '2023-06-13 08:33:30'}
{'order_id': 'o_89711', 'customer_id': 'u_6863634677', 'product_id': '1449152', 'product_price': 78.39, 'create_time': '2023-08-16 06:32:16'}
{'order_id': 'o_63626', 'customer_id': 'u_6863634677', 'product_id': '1353115', 'product_price': 7.74, 'create_time': '2023-08-20 03:39:25'}
{'order_id': 'o_17865', 'customer_id': 'u_6863634677', 'product_id': '1621150', 'product_price': 19.79, 'create_time': '2023-06-08 03:59:59'}
{'order_id': 'o_30105', 'customer_id': 'u_6863634677', 'product_id': '1337035', 'product_price': 27.7, 'create_time': '2023-10-26 17:38:47'}
{'order_id': 'o_18272', 'customer_id': 'u_6863634677', 'product_id': '1720270', 'product_price': 21.99, 'create_time': '2023-02-18 02:10:14'}
{'order_id': 'o_85299', 'customer_id': 'u_6863634677', 'product_id': '1098023', 'product_price': 28.09, 'create_time': '2023-03-03 01:49:25'}
{'order_id': 'o_57515', 'customer_id': 'u_6863634677', 'product_id': '1351240', 'product_price': 20.32, 'create_time': '2023-07-08 05:19:24'}
{'order_id': 'o_16077', 'customer_id': 'u_6863634677', 'product_id': '1678583', 'product_price': 29.98, 'create_time': '2023-09-21 11:11:24'}
{'order_id': 'o_82761', 'customer_id': 'u_6863634677', 'product_id': '1281879', 'product_price': 43.42, 'create_time': '2023-02-08 09:13:51'}
{'order_id': 'o_58109', 'customer_id': 'u_6863634677', 'product_id': '1429414', 'product_price': 19.85, 'create_time': '2023-03-06 12:24:06'}
{'order_id': 'o_90141', 'customer_id': 'u_6863634677', 'product_id': '1394402', 'product_price': 12.31, 'create_time': '2023-01-02 13:26:31'}
{'order_id': 'o_21091', 'customer_id': 'u_6863634677', 'product_id': '1614373', 'product_price': 22.95, 'create_time': '2023-04-24 11:09:31'}
{'order_id': 'o_53658', 'customer_id': 'u_6863634677', 'product_id': '1562052', 'product_price': 20.15, 'create_time': '2023-12-29 15:42:34'}
{'order_id': 'o_66433', 'customer_id': 'u_6863634677', 'product_id': '1649309', 'product_price': 23.09, 'create_time': '2023-02-19 11:39:21'}
{'order_id': 'o_39120', 'customer_id': 'u_6863634677', 'product_id': '1531504', 'product_price': 19.39, 'create_time': '2023-01-04 00:38:45'}
{'order_id': 'o_44399', 'customer_id': 'u_6863634677', 'product_id': '1553907', 'product_price': 37.99, 'create_time': '2023-06-11 00:29:29'}
{'order_id': 'o_46297', 'customer_id': 'u_6863634677', 'product_id': '1541333', 'product_price': 11.71, 'create_time': '2023-02-17 18:52:55'}
{'order_id': 'o_15030', 'customer_id': 'u_6863634677', 'product_id': '1675731', 'product_price': 24.99, 'create_time': '2023-06-18 19:39:34'}
{'order_id': 'o_25900', 'customer_id': 'u_6863634677', 'product_id': '1646046', 'product_price': 21.99, 'create_time': '2023-01-16 18:46:50'}
{'order_id': 'o_92662', 'customer_id': 'u_6863634677', 'product_id': '1213169', 'product_price': 13.99, 'create_time': '2023-11-03 10:19:14'}
{'order_id': 'o_78624', 'customer_id': 'u_6863634677', 'product_id': '1408408', 'product_price': 20.48, 'create_time': '2023-03-26 18:55:28'}
{'order_id': 'o_14136', 'customer_id': 'u_6863634677', 'product_id': '1278096', 'product_price': 15.11, 'create_time': '2023-12-12 17:24:39'}
{'order_id': 'o_64467', 'customer_id': 'u_6863634677', 'product_id': '1391307', 'product_price': 33.91, 'create_time': '2023-07-29 05:36:10'}
{'order_id': 'o_78606', 'customer_id': 'u_6863634677', 'product_id': '1710652', 'product_price': 2.4, 'create_time': '2023-12-28 17:57:54'}
{'order_id': 'o_63806', 'customer_id': 'u_6863634677', 'product_id': '1649302', 'product_price': 23.99, 'create_time': '2023-09-05 08:37:55'}
{'order_id': 'o_68757', 'customer_id': 'u_6863634677', 'product_id': '1688321', 'product_price': 18.08, 'create_time': '2023-09-06 06:36:30'}
{'order_id': 'o_96537', 'customer_id': 'u_6863634677', 'product_id': '1574214', 'product_price': 12.87, 'create_time': '2023-10-24 14:35:51'}
{'order_id': 'o_28555', 'customer_id': 'u_6863634677', 'product_id': '1461341', 'product_price': 13.86, 'create_time': '2023-09-20 02:04:00'}
{'order_id': 'o_89859', 'customer_id': 'u_6863634677', 'product_id': '1678304', 'product_price': 35.99, 'create_time': '2023-04-26 03:30:20'}
{'order_id': 'o_12342', 'customer_id': 'u_6863634677', 'product_id': '1199401', 'product_price': 23.38, 'create_time': '2023-05-29 10:33:29'}
{'order_id': 'o_53141', 'customer_id': 'u_6863634677', 'product_id': '1304082', 'product_price': 4.79, 'create_time': '2023-09-03 09:12:34'}
{'order_id': 'o_77350', 'customer_id': 'u_6863634677', 'product_id': '1076383', 'product_price': 11.99, 'create_time': '2023-12-17 12:59:05'}
{'order_id': 'o_40803', 'customer_id': 'u_6863634677', 'product_id': '1313270', 'product_price': 11.99, 'create_time': '2023-07-08 00:04:03'}
{'order_id': 'o_61801', 'customer_id': 'u_6863634677', 'product_id': '1677652', 'product_price': 17.99, 'create_time': '2023-08-29 14:44:52'}
{'order_id': 'o_69156', 'customer_id': 'u_6863634677', 'product_id': '1256197', 'product_price': 21.24, 'create_time': '2023-07-21 21:04:19'}
{'order_id': 'o_95745', 'customer_id': 'u_6863634677', 'product_id': '1252107', 'product_price': 14.36, 'create_time': '2023-10-11 17:59:36'}
{'order_id': 'o_97048', 'customer_id': 'u_6863634677', 'product_id': '1666703', 'product_price': 6.99, 'create_time': '2023-07-27 23:43:10'}
{'order_id': 'o_32194', 'customer_id': 'u_6863634677', 'product_id': '1145894', 'product_price': 39.01, 'create_time': '2023-01-20 04:51:16'}
{'order_id': 'o_66574', 'customer_id': 'u_6863634677', 'product_id': '1109663', 'product_price': 10.33, 'create_time': '2023-01-10 02:49:03'}
{'order_id': 'o_22734', 'customer_id': 'u_6863634677', 'product_id': '942254', 'product_price': 11.99, 'create_time': '2023-10-12 20:44:34'}
{'order_id': 'o_51447', 'customer_id': 'u_6863634677', 'product_id': '1457955', 'product_price': 53.54, 'create_time': '2023-03-19 05:41:29'}
{'order_id': 'o_48849', 'customer_id': 'u_6863634677', 'product_id': '1256800', 'product_price': 90.81, 'create_time': '2023-12-29 01:46:25'}
{'order_id': 'o_56335', 'customer_id': 'u_6863634677', 'product_id': '1484014', 'product_price': 46.02, 'create_time': '2023-02-12 21:17:36'}
{'order_id': 'o_94215', 'customer_id': 'u_6863634677', 'product_id': '1328726', 'product_price': 18.43, 'create_time': '2023-10-16 11:55:13'}
{'order_id': 'o_86670', 'customer_id': 'u_6863634677', 'product_id': '1250868', 'product_price': 13.99, 'create_time': '2023-11-10 02:11:19'}
{'order_id': 'o_37714', 'customer_id': 'u_6863634677', 'product_id': '1222791', 'product_price': 37.99, 'create_time': '2023-01-21 20:20:33'}
{'order_id': 'o_80261', 'customer_id': 'u_6863634677', 'product_id': '1685742', 'product_price': 9.99, 'create_time': '2023-01-05 17:21:54'}
{'order_id': 'o_93507', 'customer_id': 'u_6863634677', 'product_id': '1477019', 'product_price': 18.39, 'create_time': '2023-12-08 03:21:50'}
{'order_id': 'o_74026', 'customer_id': 'u_6863634677', 'product_id': '1145678', 'product_price': 57.77, 'create_time': '2023-10-21 18:46:24'}
{'order_id': 'o_77191', 'customer_id': 'u_6863634677', 'product_id': '1701595', 'product_price': 15.99, 'create_time': '2023-11-15 03:40:11'}
{'order_id': 'o_62883', 'customer_id': 'u_6863634677', 'product_id': '1440557', 'product_price': 29.64, 'create_time': '2023-02-28 07:44:05'}
{'order_id': 'o_82035', 'customer_id': 'u_6863634677', 'product_id': '1165525', 'product_price': 5.59, 'create_time': '2023-08-09 12:18:43'}
{'order_id': 'o_10279', 'customer_id': 'u_6863634677', 'product_id': '1671887', 'product_price': 8.99, 'create_time': '2023-06-22 19:37:37'}
{'order_id': 'o_52816', 'customer_id': 'u_6863634677', 'product_id': '1670068', 'product_price': 10.99, 'create_time': '2023-02-02 20:29:19'}
{'order_id': 'o_38490', 'customer_id': 'u_6863634677', 'product_id': '1574423', 'product_price': 49.99, 'create_time': '2023-07-08 07:11:24'}
{'order_id': 'o_38866', 'customer_id': 'u_6863634677', 'product_id': '1242165', 'product_price': 33.71, 'create_time': '2023-10-08 12:33:13'}
{'order_id': 'o_47492', 'customer_id': 'u_6863634677', 'product_id': '1651974', 'product_price': 23.99, 'create_time': '2023-11-30 01:31:37'}
{'order_id': 'o_51242', 'customer_id': 'u_6863634677', 'product_id': '1256042', 'product_price': 31.26, 'create_time': '2023-02-25 06:11:12'}
{'order_id': 'o_65250', 'customer_id': 'u_6863634677', 'product_id': '1659992', 'product_price': 9.02, 'create_time': '2023-05-22 18:12:21'}
{'order_id': 'o_48487', 'customer_id': 'u_6863634677', 'product_id': '1111719', 'product_price': 57.02, 'create_time': '2023-11-23 01:10:07'}
{'order_id': 'o_11139', 'customer_id': 'u_6863634677', 'product_id': '1650752', 'product_price': 26.99, 'create_time': '2023-02-02 08:27:20'}
{'order_id': 'o_69295', 'customer_id': 'u_6863634677', 'product_id': '1373048', 'product_price': 39.39, 'create_time': '2023-06-25 23:20:20'}
{'order_id': 'o_99440', 'customer_id': 'u_6863634677', 'product_id': '1683598', 'product_price': 19.99, 'create_time': '2023-10-07 17:11:45'}
{'order_id': 'o_43285', 'customer_id': 'u_6863634677', 'product_id': '1556296', 'product_price': 4.25, 'create_time': '2023-02-23 02:17:36'}
{'order_id': 'o_29031', 'customer_id': 'u_6863634677', 'product_id': '1706260', 'product_price': 11.99, 'create_time': '2023-09-07 14:20:23'}
{'order_id': 'o_95974', 'customer_id': 'u_6863634677', 'product_id': '1684273', 'product_price': 23.99, 'create_time': '2023-04-15 18:26:56'}
{'order_id': 'o_74738', 'customer_id': 'u_6863634677', 'product_id': '1329181', 'product_price': 14.12, 'create_time': '2023-03-19 09:19:18'}
{'order_id': 'o_22589', 'customer_id': 'u_6863634677', 'product_id': '1528483', 'product_price': 19.99, 'create_time': '2023-09-30 07:02:11'}
{'order_id': 'o_40912', 'customer_id': 'u_6863634677', 'product_id': '1659565', 'product_price': 15.54, 'create_time': '2023-04-20 23:10:42'}
{'order_id': 'o_12668', 'customer_id': 'u_6863634677', 'product_id': '1658197', 'product_price': 19.49, 'create_time': '2023-06-25 22:45:30'}
{'order_id': 'o_17578', 'customer_id': 'u_6863634677', 'product_id': '1347126', 'product_price': 5.54, 'create_time': '2023-03-18 16:51:11'}
{'order_id': 'o_57317', 'customer_id': 'u_6863634677', 'product_id': '1083685', 'product_price': 9.66, 'create_time': '2023-10-12 10:26:43'}
{'order_id': 'o_66144', 'customer_id': 'u_6863634677', 'product_id': '1472881', 'product_price': 9.99, 'create_time': '2023-07-02 01:28:07'}
{'order_id': 'o_32004', 'customer_id': 'u_6863634677', 'product_id': '1011606', 'product_price': 13.79, 'create_time': '2023-06-20 23:42:25'}
{'order_id': 'o_64361', 'customer_id': 'u_6863634677', 'product_id': '1546053', 'product_price': 26.22, 'create_time': '2023-01-22 04:31:08'}
{'order_id': 'o_48504', 'customer_id': 'u_9237245696', 'product_id': '1257836', 'product_price': 38.61, 'create_time': '2023-03-30 08:35:20'}
{'order_id': 'o_76729', 'customer_id': 'u_9237245696', 'product_id': '1582486', 'product_price': 29.69, 'create_time': '2023-01-04 07:04:07'}
{'order_id': 'o_36168', 'customer_id': 'u_9237245696', 'product_id': '1320471', 'product_price': 37.25, 'create_time': '2023-11-19 01:58:32'}
{'order_id': 'o_28916', 'customer_id': 'u_9237245696', 'product_id': '1083954', 'product_price': 9.47, 'create_time': '2023-10-25 13:11:21'}
{'order_id': 'o_45082', 'customer_id': 'u_9237245696', 'product_id': '1102632', 'product_price': 8.9, 'create_time': '2023-09-10 15:20:11'}
{'order_id': 'o_43769', 'customer_id': 'u_9237245696', 'product_id': '1689022', 'product_price': 58.99, 'create_time': '2023-04-02 00:43:53'}
{'order_id': 'o_23455', 'customer_id': 'u_9237245696', 'product_id': '1495556', 'product_price': 10.29, 'create_time': '2023-07-29 00:11:02'}
{'order_id': 'o_83817', 'customer_id': 'u_9237245696', 'product_id': '1700897', 'product_price': 17.99, 'create_time': '2023-11-09 10:59:13'}
{'order_id': 'o_53782', 'customer_id': 'u_9237245696', 'product_id': '1313686', 'product_price': 25.06, 'create_time': '2023-02-10 06:59:18'}
{'order_id': 'o_24762', 'customer_id': 'u_9237245696', 'product_id': '1540970', 'product_price': 25.19, 'create_time': '2023-03-25 01:33:11'}
{'order_id': 'o_13317', 'customer_id': 'u_9237245696', 'product_id': '1080680', 'product_price': 11.13, 'create_time': '2023-08-23 06:08:22'}
{'order_id': 'o_91834', 'customer_id': 'u_9237245696', 'product_id': '1045486', 'product_price': 10.2, 'create_time': '2023-05-07 16:19:27'}
{'order_id': 'o_52980', 'customer_id': 'u_9237245696', 'product_id': '1357911', 'product_price': 34.57, 'create_time': '2023-05-07 13:31:35'}
{'order_id': 'o_45546', 'customer_id': 'u_9237245696', 'product_id': '1148706', 'product_price': 15.08, 'create_time': '2023-07-16 08:58:39'}
{'order_id': 'o_60362', 'customer_id': 'u_9237245696', 'product_id': '1224616', 'product_price': 5.28, 'create_time': '2023-02-13 06:52:19'}
{'order_id': 'o_59641', 'customer_id': 'u_9237245696', 'product_id': '1641103', 'product_price': 8.04, 'create_time': '2023-06-18 13:45:08'}
{'order_id': 'o_75587', 'customer_id': 'u_9237245696', 'product_id': '1232578', 'product_price': 29.99, 'create_time': '2023-10-08 05:41:54'}
{'order_id': 'o_39473', 'customer_id': 'u_9237245696', 'product_id': '1034695', 'product_price': 2.18, 'create_time': '2023-04-07 10:23:34'}
{'order_id': 'o_81017', 'customer_id': 'u_9237245696', 'product_id': '1644401', 'product_price': 11.19, 'create_time': '2023-02-27 23:52:27'}
{'order_id': 'o_35708', 'customer_id': 'u_9237245696', 'product_id': '1304362', 'product_price': 48.98, 'create_time': '2023-01-09 12:46:25'}
{'order_id': 'o_69956', 'customer_id': 'u_9237245696', 'product_id': '1699484', 'product_price': 14.99, 'create_time': '2023-05-19 10:31:40'}
{'order_id': 'o_50662', 'customer_id': 'u_9237245696', 'product_id': '1680897', 'product_price': 37.75, 'create_time': '2023-09-17 06:30:28'}
{'order_id': 'o_38269', 'customer_id': 'u_9237245696', 'product_id': '1401977', 'product_price': 20.17, 'create_time': '2023-08-30 05:57:02'}
{'order_id': 'o_30430', 'customer_id': 'u_9237245696', 'product_id': '1651211', 'product_price': 24.18, 'create_time': '2023-08-19 21:44:27'}
{'order_id': 'o_60486', 'customer_id': 'u_9237245696', 'product_id': '1351593', 'product_price': 7.67, 'create_time': '2023-02-19 01:31:23'}
{'order_id': 'o_27086', 'customer_id': 'u_9237245696', 'product_id': '1345478', 'product_price': 20.11, 'create_time': '2023-03-22 04:12:16'}
{'order_id': 'o_34771', 'customer_id': 'u_9237245696', 'product_id': '1455997', 'product_price': 14.4, 'create_time': '2023-04-10 12:25:33'}
{'order_id': 'o_38291', 'customer_id': 'u_9237245696', 'product_id': '1277682', 'product_price': 98.09, 'create_time': '2023-01-27 22:05:45'}
{'order_id': 'o_94687', 'customer_id': 'u_9237245696', 'product_id': '1681274', 'product_price': 32.99, 'create_time': '2023-10-16 06:40:49'}
{'order_id': 'o_38296', 'customer_id': 'u_9237245696', 'product_id': '1672966', 'product_price': 6.99, 'create_time': '2023-01-31 10:01:53'}
{'order_id': 'o_27005', 'customer_id': 'u_9237245696', 'product_id': '1349145', 'product_price': 17.2, 'create_time': '2023-09-17 07:57:41'}
{'order_id': 'o_28314', 'customer_id': 'u_9237245696', 'product_id': '1611751', 'product_price': 30.23, 'create_time': '2023-11-23 17:06:47'}
{'order_id': 'o_76437', 'customer_id': 'u_9237245696', 'product_id': '1501983', 'product_price': 36.3, 'create_time': '2023-07-03 15:53:27'}
{'order_id': 'o_58611', 'customer_id': 'u_9237245696', 'product_id': '1415250', 'product_price': 10.89, 'create_time': '2023-04-05 10:20:14'}
{'order_id': 'o_74730', 'customer_id': 'u_9237245696', 'product_id': '1678598', 'product_price': 16.99, 'create_time': '2023-06-24 01:52:05'}
{'order_id': 'o_20419', 'customer_id': 'u_9237245696', 'product_id': '1400671', 'product_price': 44.84, 'create_time': '2023-01-19 14:34:30'}
{'order_id': 'o_84537', 'customer_id': 'u_9237245696', 'product_id': '1389264', 'product_price': 31.04, 'create_time': '2023-04-11 21:53:32'}
{'order_id': 'o_22676', 'customer_id': 'u_9237245696', 'product_id': '1423452', 'product_price': 18.99, 'create_time': '2023-11-15 03:16:32'}
{'order_id': 'o_26430', 'customer_id': 'u_9237245696', 'product_id': '1075226', 'product_price': 30.92, 'create_time': '2023-09-06 17:59:45'}
{'order_id': 'o_86896', 'customer_id': 'u_9237245696', 'product_id': '1414341', 'product_price': 24.07, 'create_time': '2023-01-18 12:46:44'}
{'order_id': 'o_70991', 'customer_id': 'u_9237245696', 'product_id': '1172854', 'product_price': 11.05, 'create_time': '2023-11-07 18:31:46'}
{'order_id': 'o_64925', 'customer_id': 'u_9237245696', 'product_id': '1273326', 'product_price': 7.58, 'create_time': '2023-07-02 15:33:42'}
{'order_id': 'o_17573', 'customer_id': 'u_9237245696', 'product_id': '1236390', 'product_price': 43.65, 'create_time': '2023-11-26 10:24:57'}
{'order_id': 'o_10789', 'customer_id': 'u_9237245696', 'product_id': '1147555', 'product_price': 11.19, 'create_time': '2023-08-21 08:22:40'}
{'order_id': 'o_11425', 'customer_id': 'u_9237245696', 'product_id': '1654405', 'product_price': 14.29, 'create_time': '2023-02-13 12:47:11'}
{'order_id': 'o_32570', 'customer_id': 'u_9237245696', 'product_id': '1603634', 'product_price': 50.99, 'create_time': '2023-12-25 17:20:28'}
{'order_id': 'o_57611', 'customer_id': 'u_9237245696', 'product_id': '1389724', 'product_price': 47.99, 'create_time': '2023-02-17 08:23:10'}
{'order_id': 'o_40590', 'customer_id': 'u_9237245696', 'product_id': '1252332', 'product_price': 26.99, 'create_time': '2023-11-19 03:46:31'}
{'order_id': 'o_10574', 'customer_id': 'u_9237245696', 'product_id': '1320828', 'product_price': 18.99, 'create_time': '2023-07-14 12:19:25'}
